"x","y"
1870,-0.33203870967742
1870.34106995885,-0.142554838709678
1870.68156378601,-0.303335483870968
1871.02263374486,-0.145458064516129
1871.3637037037,0.127290322580645
1871.70534979424,0.041141935483871
1872.04641975309,0.150283870967742
1872.38748971193,-0.248832258064516
1872.72798353909,-0.19998064516129
1873.07020576132,0.224916129032258
1873.41012345679,-0.30618064516129
1873.75176954733,-0.0536000000000001
1874.09283950617,-0.429625806451613
1874.43390946502,-0.0162645161290325
1874.77440329218,-0.128193548387097
1875.11547325103,-0.154051612903226
1875.37127572016,-0.380851612903226
1875.71234567901,-0.286109677419355
1876.05283950617,-0.171277419354839
1876.3950617284,-0.277496774193548
1876.73555555556,0.196212903225807
1877.0766255144,0.339767741935484
1877.41769547325,0.0899548387096772
1877.75818930041,0.187561290322581
1878.09925925926,-0.0420838709677421
1878.44032921811,-0.0335096774193547
1878.78197530864,-0.0478516129032259
1879.12304526749,0.10718064516129
1879.46411522634,-0.0822645161290323
1879.80518518519,-0.0707870967741938
1880.14567901235,-0.205748387096774
1880.40263374486,0.150283870967742
1880.74312757202,-0.0851677419354842
1881.08419753086,0.288070967741936
1881.42469135802,-0.205748387096774
1881.76633744856,0.00672903225806465
1882.10683127572,-0.25163870967742
1882.44790123457,-0.0822645161290323
1882.7895473251,-0.113870967741936
1883.12946502058,-0.234412903225806
1883.4716872428,-0.228722580645161
1883.81218106996,-0.177045161290323
1884.15325102881,-0.343516129032258
1884.49432098765,-0.34641935483871
1884.8353909465,-0.162645161290323
1885.17703703704,-0.228722580645161
1885.51810699588,-0.00767096774193532
1885.77390946502,-0.271748387096774
1886.11440329218,-0.406709677419355
1886.45547325103,-0.18563870967742
1886.79654320988,-0.179890322580646
1887.13761316872,-0.438277419354839
1887.47925925926,-0.174161290322581
1887.81975308642,-0.0478516129032259
1888.16082304527,0.112929032258065
1888.50189300412,0.0842064516129031
1888.84296296296,-0.220090322580645
1889.18345679012,-0.148303225806452
1889.52452674897,-0.266
1889.86559670782,-0.326329032258064
1890.20724279835,-0.34641935483871
1890.5483127572,-0.0392387096774192
1890.80411522634,-0.030606451612903
1891.14518518519,-0.25458064516129
1891.48567901235,-0.248832258064516
1891.82674897119,-0.168412903225806
1892.16839506173,-0.8
1892.50946502058,-0.409554838709677
1892.85053497942,-0.289012903225806
1893.19102880658,-0.291858064516129
1893.53209876543,-0.266
1893.87316872428,-0.314832258064516
1894.21423868313,-0.323425806451613
1894.55473251029,-0.25458064516129
1894.89580246914,-0.116716129032258
1895.23744855967,-0.0650387096774191
1895.57851851852,-0.0449677419354841
1895.91958847737,0.0469096774193549
1896.1753909465,-0.0420838709677421
1896.51646090535,0.141651612903226
1896.85810699588,0.0268387096774193
1897.19860082305,0.101432258064516
1897.53967078189,-0.314832258064516
1897.88074074074,-0.165567741935484
1898.22181069959,-0.0449677419354841
1898.56230452675,-0.148303225806452
1898.9033744856,0.0210709677419355
1899.24444444444,-0.0621935483870968
1899.58609053498,-0.116716129032258
1899.92658436214,-0.0621935483870968
1900.26765432099,-0.00478709677419331
1900.60872427984,-0.0335096774193547
1900.94979423868,-0.202864516129032
1901.20559670782,-0.0851677419354842
1901.54724279835,-0.25458064516129
1901.88716049383,-0.211458064516129
1902.22880658436,-0.0995096774193547
1902.56987654321,-0.303335483870968
1902.91094650206,-0.369374193548387
1903.25201646091,-0.484206451612903
1903.59366255144,-0.380851612903226
1903.93358024691,-0.33203870967742
1904.27522633745,-0.317696774193548
1904.6162962963,-0.182793548387097
1904.95736625514,-0.165567741935484
1905.29843621399,0.0871096774193548
1905.63893004115,-0.179890322580646
1905.98115226337,-0.237316129032258
1906.32164609054,-0.303335483870968
1906.57744855967,-0.403806451612903
1906.91851851852,-0.263154838709677
1907.25901234568,-0.271748387096774
1907.60008230453,-0.309083870967742
1907.94115226337,-0.314832258064516
1908.28222222222,-0.41241935483871
1908.62386831276,-0.435374193548387
1908.9649382716,-0.248832258064516
1909.30600823045,-0.202864516129032
1909.64650205761,-0.323425806451613
1909.98757201646,-0.291858064516129
1910.32864197531,-0.400941935483871
1910.66971193416,-0.452638709677419
1911.01020576132,-0.366529032258065
1911.35242798354,-0.19998064516129
1911.6929218107,-0.234412903225806
1911.94872427984,-0.421051612903226
1912.28979423868,-0.311929032258064
1912.63086419753,-0.349264516129032
1912.97135802469,-0.283245161290322
1913.31242798354,0.0669999999999998
1913.65407407407,-0.125348387096774
1913.99514403292,-0.105277419354839
1914.33563786008,0.041141935483871
1914.67670781893,-0.0564451612903226
1915.01835390947,-0.0104967741935486
1915.35884773663,-0.0851677419354842
1915.70049382716,-0.208593548387097
1916.04156378601,-0.202864516129032
1916.38205761317,-0.535903225806451
1916.7237037037,-0.501412903225807
1916.97893004115,0.0268387096774193
1917.32,-0.366529032258065
1917.66106995885,-0.266
1918.00271604938,-0.108122580645161
1918.34263374486,0.052658064516129
1918.68427983539,-0.105277419354839
1919.02534979424,-0.073690322580645
1919.36641975309,-0.0880516129032259
1919.70748971193,-0.0335096774193547
1920.04798353909,0.0124193548387096
1920.38905349794,0.0325096774193548
1920.73069958848,-0.0536000000000001
1921.07061728395,0.00380645161290316
1921.41283950617,-0.245929032258064
1921.75390946502,-0.222974193548387
1922.09497942387,-0.125348387096774
1922.35135802469,-0.0621935483870968
1922.69127572016,-0.162645161290323
1923.0329218107,-0.15981935483871
1923.37399176955,-0.154051612903226
1923.71448559671,-0.076535483870968
1924.05613168724,-0.133961290322581
1924.3966255144,-0.237316129032258
1924.73769547325,-0.0937806451612904
